Year,Item,Producer Price (USD/tonne),Consumer Price Index (2015=100),Production Value (1000 USD),Climate Emissions (kt),Input Price (USD)
2003,"Meat of cattle with the bone, fresh or chilled (biological)",653.6284286701549,90.20909255713582,152233.6382731408,172.4291409736282,776.5367931129153
2009,Plantains and cooking bananas,711.0643747726903,84.28058223278958,143704.99701575137,143.82165755442674,775.9509630107076
2002,"Meat of pig with the bone, fresh or chilled (biological)",664.7613383984323,127.08177279103559,139056.06118789205,176.7516851526367,802.4958939075567
2008,"Meat of chickens, fresh or chilled",680.7994860676301,81.11005470859183,149326.2085305339,97.37664663732774,816.0569052729727
2012,Potatoes,644.479728347211,107.63060442129222,143927.13389113374,161.0326488332285,799.1151478435761
2017,Cocoa beans,642.5649618707604,86.66463475705685,155612.1799440056,116.92075788051682,764.6881353931566
2014,Maize (corn),693.1190698564108,76.25710717699474,148144.1488624059,139.66307143993606,775.3033684781967
2003,Tomatoes,659.1647057566026,94.0988636576,147464.52252567193,178.90547951650592,810.0771139018289
2014,"Cow peas, dry",646.858218037693,102.29305077608649,144817.0066343848,91.53565662708148,789.2738949661796
2021,Maize (corn),653.1774104020133,106.36429363625915,154617.40276209844,130.6151685012225,798.6059428485879
2001,"Seed cotton, unginned",693.4415028143469,115.99062667010001,148455.9983919127,200.18375660664609,817.5551575675573
2014,"Pistachios, in shell",653.6017748267159,136.73534435930048,144620.72850168255,101.07664527153933,772.2026158321231
2007,"Pistachios, in shell",668.9432627147593,96.31436306660792,142692.80755943636,260.62889437876976,787.9619436664831
2007,"Seed cotton, unginned",672.9237431714372,82.61026740289316,146295.8608196425,231.95593517136172,785.7893405170433
2016,Raw milk of cattle,614.9524440825153,99.34976491219734,141774.99190668957,147.00918314221542,803.3548475150795
2011,Potatoes,628.3391185016187,88.5634557541766,151807.6133008583,132.3750529755762,811.704560349962
2018,Sorghum,682.5612473402512,106.44614195805741,137621.51582234242,181.83253253160348,766.6414476465466
2009,Natural rubber in primary forms,650.3620298282433,73.09918556478814,145965.65595079825,99.36242451347141,796.1360696011968
2008,Unmanufactured tobacco,704.1746580012368,128.08166814628052,149713.89381790327,71.62840112320774,813.6333788654464
2004,"Meat of chickens, fresh or chilled (biological)",701.4771237903406,105.39737143190666,148373.82319301186,148.76878116220107,759.1510677553055
2005,"Meat of chickens, fresh or chilled (biological)",694.0479706534874,67.29658974333151,143076.81122738525,165.03309903971981,794.9589479557301
2019,Sweet potatoes,727.0660642822022,81.92121647554939,149964.51962599633,176.4568985825059,771.9311079688576
2001,"Seed cotton, unginned",669.9802308305287,104.79786567198305,142233.02915053404,140.99850655893516,783.4154587135315
2023,"Meat of sheep, fresh or chilled (biological)",691.9393684399394,110.2018108528458,146551.30280997953,235.43287383857677,746.1461049948917
2012,"Cassava, fresh",654.9408813649433,73.47308560179452,149922.43395236536,96.97855444063521,824.1014791596227
2005,"Meat of pig with the bone, fresh or chilled (biological)",746.044008048886,103.2520377667682,148977.78998992915,114.82243061692444,789.1302142364519
2004,Sweet potatoes,731.9819202359048,63.34655192034512,143288.03103536626,196.06733517206996,780.102959503804
2000,Sorghum,672.8293236983579,91.21661202820827,152650.6986752854,113.65316808297231,802.8121376936651
2020,"Meat of goat, fresh or chilled (biological)",684.07049755998,109.23735264182207,147096.69894989126,111.71951475496354,775.4005921307772
2021,Potatoes,713.2518386437685,84.28391405872927,150378.20314715934,177.90327697518757,773.5019062068964
2020,"Pistachios, in shell",668.058725518401,69.95281552320377,154308.73112582983,119.05940634902781,826.4533801807968
2005,Potatoes,652.7741885388331,94.74987195593737,152250.82883633662,165.08131596879502,832.4200573510582
2005,"Cow peas, dry",698.6926031930307,83.4858670107418,152263.8731241188,136.74270938194155,784.4055233388725
2022,Palm oil,674.8260880453344,102.0000255012615,147626.62574171094,128.6523521961924,817.5938909828458
2015,"Meat of sheep, fresh or chilled (biological)",677.962744152182,79.27675352700307,150632.90169701615,66.62026779758237,803.3676056642839
2003,Natural honey,647.4447703707852,80.96709666547747,147731.2089652852,178.71369500589626,767.9701709503152
2010,"Hen eggs in shell, fresh",620.9427462119223,62.241615197130315,140616.60375357151,109.37603775918294,777.6841589075265
2023,"Hen eggs in shell, fresh",679.5571829591972,95.1058206760462,148176.9450549888,163.3234271883034,827.2687927684609
2022,"Cow peas, dry",699.6217719076502,90.14307593612499,147945.03101115592,146.13029244740113,767.7108961280387
2008,Rice,665.698708190543,74.7308799491729,149581.8729000727,161.4101344298352,841.8667835460194
2022,Unmanufactured tobacco,715.5657962495902,95.46363071678034,146023.24121639662,164.25176866416635,784.8195532662866
2002,Bananas,651.3554209003579,107.96270451993605,142855.94830864435,181.41694991074255,827.8630949103868
2018,Yams,640.8317770138466,89.32313085898973,149945.75650833972,135.34757229025723,790.1355208916655
2007,Cocoa beans,670.4560014469403,96.57915425760358,140096.86465620235,233.8703613284978,812.2448686145452
2004,"Meat of sheep, fresh or chilled (biological)",669.9951334022855,96.65631875405143,153957.32177174595,79.36553432205055,824.147459586936
2003,Cocoa beans,695.5719726028809,74.49170260258956,145506.13578643862,160.40598143846793,824.0458731381424
2023,Raw milk of cattle,649.2240259409047,123.4054373208879,147890.86695274443,213.54708618537273,784.5594861686628
2005,Cocoa beans,713.5157377672712,85.49390255843971,149456.01685887144,195.57416501495956,779.0990347865396
2001,Bananas,731.4804195380718,102.39839303817803,149616.66631668454,122.99375853839953,794.6225565894995
2019,"Cow peas, dry",671.2985898537739,104.09487916870971,139618.30459270492,131.3232627154282,770.2372043638426
2010,Sweet potatoes,709.9642232683537,90.4627231035377,150783.6589951849,121.39590939849919,801.0320802967334
2003,"Groundnuts, excluding shelled",640.7779985440665,101.6585753861685,148178.99523434497,201.69691889804884,779.8308637389719
2014,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",704.7295568982818,96.24393833751981,143486.91916967055,134.73935093905396,817.9009922553805
2005,Plantains and cooking bananas,703.8912029196081,71.29205365186289,142914.89133773404,184.49169177100188,784.8445484601594
2021,Natural rubber in primary forms,698.3760290685206,87.57255949152264,144992.96068217937,184.95060806862713,761.4016173949218
2016,Rice,672.0060179967154,83.36838647496305,140169.51765941113,290.155210776598,824.2650923079082
2023,Tomatoes,583.8454424255633,85.63047439008206,155274.56304739873,187.39810035491456,799.9141568511594
2005,"Meat of chickens, fresh or chilled (biological)",653.2210963532604,72.9966023427244,154093.9827181803,131.1783366273062,796.8294945929237
2018,Natural honey,653.6954301322862,109.45315576146442,148921.72709734328,98.72802426150943,818.1346924834464
2001,"Seed cotton, unginned",643.1252625210099,116.58653982947516,145546.23401075313,157.9429016329421,813.6783268304853
2014,Sorghum,676.1402007992363,107.2266946502501,145677.68615277662,165.78124524346347,781.0097259043137
2010,"Meat of pig with the bone, fresh or chilled (biological)",659.9040072971871,111.61458837248111,150453.55462333345,61.2005609953016,787.251164663999
2007,Taro,647.7345503698735,87.38712745515163,155452.36058997334,136.04282935017872,773.9876917833354
2018,Cocoa beans,640.7089062153897,83.01279748548342,143811.24239447986,186.60316450620704,766.9577556820259
2012,"Meat of sheep, fresh or chilled (biological)",651.0075210982674,80.8778443080983,141075.29587934696,145.11775385152063,807.81864748283
2011,Raw milk of cattle,706.1178870183221,102.21762385463231,154401.42996043994,220.16672665012123,804.0904829853558
2004,Cocoa beans,652.6421590239994,95.96259580743622,137727.53315454134,93.81771512880339,811.4633810149725
2005,Sweet potatoes,657.024749469826,91.39832433629758,141620.57205120038,205.5796783724902,821.878905614441
2021,Sweet potatoes,658.7719822121269,111.98387817320412,145428.93662990932,217.43002444112705,811.7362926830357
2003,Palm oil,682.6427160771068,98.63077031750412,138861.05875343844,219.5603611569062,813.5159863106273
2018,Maize (corn),686.1603953186802,79.9767854474652,152223.9714064966,93.44271813211044,754.6875716210794
2019,"Beans, dry",581.1332144855294,82.34301757323854,150947.7524449891,187.4631771576986,790.1070919460224
2000,"Meat of cattle with the bone, fresh or chilled (biological)",703.1219670776525,102.78654949908615,143789.25995638702,138.29783143875363,815.538326677922
2019,Sweet potatoes,715.5639516901368,108.18264280009292,153061.29668835233,101.42841526568432,772.8826220604178
2016,Natural honey,640.9673145419741,100.83185349411352,153909.68823448272,151.04215111614397,798.0802244412774
2011,Raw milk of cattle,643.3039633207792,121.00998122835519,146097.37285101326,126.48663776978893,806.6360855967923
2014,"Cow peas, dry",658.9653090294761,117.08175749624525,144409.88520462354,217.77306077302285,805.1038666612919
2000,Bananas,649.7927900791261,99.17218753303541,157961.23623117598,197.38870451550784,803.6227229436881
2013,Raw milk of cattle,679.1907168812224,79.97794011805144,150269.03520288438,114.113313959386,808.2250511654337
2005,"Pistachios, in shell",614.0771520720583,72.90683733429745,147944.84935730786,135.52447167328293,799.8616746830866
2004,Raw milk of cattle,638.9350824217221,86.74592383505325,153480.95582566166,152.70066608399821,766.9882326367019
2010,"Cotton lint, ginned",718.6488266680715,103.85485170651633,148172.8792674787,168.1152799989345,806.3859074925921
2003,"Cotton lint, ginned",644.6263116423837,119.95635619995304,144135.12316286765,222.05445110501842,801.941727995597
2012,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",709.7757590059119,98.81835552643597,147064.02489490135,206.27465368886104,767.2518277674131
2010,Plantains and cooking bananas,683.1330565305284,110.08749192374252,151856.49752906227,174.30513581357138,823.8415010062536
2002,Palm oil,618.1948792251765,88.87703771745693,136702.29826071754,158.70309487008328,806.923550779483
2000,Natural rubber in primary forms,691.5327865193104,101.89818688868722,145223.0723952675,83.06783563445578,768.639830364973
2005,Natural honey,668.9428915970386,104.90700245243156,153578.5130853716,236.3354186711322,779.9022935050792
2017,Taro,658.808898975332,62.86273587248604,144103.884086996,149.38070747154651,784.9657559495986
2023,Sweet potatoes,679.8216234579844,86.35506797462631,154393.76889462065,249.47754938614224,784.9515280085092
2009,Unmanufactured tobacco,686.711915229828,106.80215577444201,153736.94518926265,181.54100197142117,802.1078005608911
2004,"Hen eggs in shell, fresh",693.7006653220628,96.67367504482245,146335.58051501884,272.9997477959016,776.7197617633569
2022,"Meat of cattle with the bone, fresh or chilled (biological)",707.8204960892643,74.60892428800997,143820.5295680186,202.0516140331452,818.8095317269609
2009,Sweet potatoes,684.716988046175,56.10481437436363,145226.43172171543,100.13455580378545,817.162865811882
2011,Rice,631.2038879992334,87.06993883074388,159986.29855247078,141.01476335176878,808.633142976514
2001,"Groundnuts, excluding shelled",658.2635469332885,91.48286461686578,156035.34832712982,163.27878933123114,797.1316322923992
2012,Palm kernels,760.7643607208829,79.29780576284878,147290.18095149728,128.04639300941318,814.9957470875529
2007,"Meat of cattle with the bone, fresh or chilled (biological)",694.2076424742761,94.70292406569389,143622.45833436155,152.88249650572718,790.727842328442
2001,Sorghum,743.5515296871691,100.1524512187674,147248.4312703699,103.38857943572391,781.757019556858
2019,Unmanufactured tobacco,714.3359331287998,102.61695757116746,147882.36072554742,172.0216014197855,820.048989696917
2000,"Meat of goat, fresh or chilled (biological)",679.7269728094967,57.21786613628914,140446.43240441682,183.60613481537638,802.5976519249024
2004,"Beans, dry",681.5151227562577,72.84237354315216,147063.4324385399,121.53006700452345,782.5656439728943
2008,Natural honey,671.3755094665189,87.98731028495294,153275.24771652225,268.74825203892493,787.8919494436906
2016,"Cassava, fresh",620.3387721874293,101.13924697583592,137666.44268638123,174.9112004288523,781.5182371092168
2008,"Cow peas, dry",673.0143282368709,99.8951602135245,150796.14591814982,130.89849405868378,836.6902939610943
2010,Natural honey,708.7931472390901,99.63469922842411,153537.2159427375,90.25857236656853,796.3287655335326
2014,Unmanufactured tobacco,654.4837108181881,86.80538088073999,143860.43936699175,174.7326818346878,799.4022230095956
2023,Taro,684.8315006346785,87.64214845062456,155134.10488341888,158.71111072416173,810.671177741761
2005,Maize (corn),698.0206420396202,81.63171098394785,143211.54078022187,210.88758272915152,771.939577132382
2022,Cocoa beans,645.18249748345,104.07956193186169,148868.6394017656,164.56702411623098,818.1777421102466
2002,Natural honey,658.9338247325143,78.74931819418029,145129.36266914543,112.04959825139304,784.0898741687652
2016,Cocoa beans,641.9355659485094,105.30719593811752,145128.24430665057,255.27145217370844,832.8471225068251
2004,Yams,647.807942462142,95.67444858233866,143576.73074367337,193.51678134018866,789.9936221842303
2011,Sorghum,633.8447521532324,91.88098283344667,150156.1034967737,159.03010178491144,816.9995970797859
2017,Plantains and cooking bananas,645.4594568214834,82.70599401362696,150907.25338112083,179.9674639373163,746.3108344421405
2013,Palm oil,715.0565810867594,72.22352209281208,146341.11509457766,195.4376351929123,772.7441352628027
2020,"Beans, dry",645.0085997901155,82.84185866460328,139863.38502410223,100.29270667015763,790.3746536045696
2023,"Cotton lint, ginned",676.2666872346449,87.60654698090067,148679.07692563554,179.6202483629699,755.6311368220244
2010,Potatoes,657.3868480526955,57.021285336555195,148773.29788951707,149.2293637001348,808.2644857613502
2008,Palm kernels,707.8388887739324,89.596322680254,145579.65103553145,197.10053664631695,802.5059592932472
2001,"Meat of pig with the bone, fresh or chilled (biological)",711.8077795609328,106.42201053066405,155999.38252836763,134.72644113451548,776.4302437873247
2011,Taro,698.3950101269926,101.06491859178206,138843.57976796033,141.50044460997526,795.9276241872323
2002,"Meat of chickens, fresh or chilled (biological)",681.6569472559069,85.11356187415136,135576.80754119574,254.87909229303227,812.3763413829847
2002,"Seed cotton, unginned",665.5411245575973,93.26069448650239,143009.05159397525,233.2811419089362,754.1858064471227
2000,Tomatoes,636.7166695370868,84.21418146894398,150215.34876292082,6.95747836646396,770.777016459829
2007,"Seed cotton, unginned",730.7787770964901,94.7880610103094,141384.0029052944,229.57363648804497,789.5450308000553
2021,"Groundnuts, excluding shelled",649.6827201302476,115.65826736643444,141758.3714998332,168.05293605194154,796.7212693171717
2007,Palm oil,692.3823010738095,107.08413204964711,151418.33277335437,136.3264342198788,795.0745683524913
2010,Tomatoes,704.2598778415262,100.36856459566526,148975.96570645235,121.37680057944688,814.0326924932364
2008,"Coffee, green",655.8144957556643,85.1633763245182,148548.5306406056,124.27965595082996,805.7910216976302
2004,"Pistachios, in shell",703.6132864823031,103.80572590444655,150570.37068979122,137.73874012690862,810.1794935959434
2013,"Coffee, green",695.3993067629899,67.25349573967817,144537.26132609916,115.3789081807372,768.4492821284349
2002,Tomatoes,724.3118257242772,88.77134778041061,144768.30572217263,104.00555431119727,799.1432738805098
2020,"Hen eggs in shell, fresh",658.3925166700229,101.31232130763323,150712.12245527073,119.71652982263385,790.1039465997633
2004,"Meat of goat, fresh or chilled (biological)",633.8969901444328,103.66296822099024,139938.7921885576,187.90523011811374,825.4882344178975
2004,"Cow peas, dry",657.3082179994889,102.60491736351008,135949.62686047086,174.24004479336924,799.7347095320802
2018,Sorghum,678.7385169388542,96.97911034841938,144496.80522432431,199.52835994242218,782.8657180902017
2013,"Cassava, fresh",674.2192924753759,89.62077532401572,151317.59253779205,168.41704540432667,813.296822303623
2003,Natural rubber in primary forms,660.6697737745877,100.6262895576713,147941.0245873976,106.4015708325898,807.5127527018151
2012,"Hen eggs in shell, fresh",615.196986893507,78.26373440147947,150949.68361307867,196.4575835395097,779.8147633317126
2009,"Seed cotton, unginned",686.5874005466974,79.88649106087522,136581.75454034776,121.50107342108365,789.2770027291386
2017,Sorghum,731.6432450352902,93.48267015717842,148240.71013408105,204.0662524642761,789.617867592355
2007,"Meat of goat, fresh or chilled (biological)",686.4004478065143,95.15461465090517,149932.54861567548,113.43953721698135,820.7960186301129
2007,"Cotton lint, ginned",690.7469762344297,65.17242233180427,139909.23897941018,137.36170604465312,800.311634262091
2006,"Meat of cattle with the bone, fresh or chilled (biological)",689.6462698474772,99.38384572451675,150973.51404519632,153.66595533643363,810.7824463557256
2007,"Meat of chickens, fresh or chilled",684.3843107592962,104.14757567906487,146105.63160993461,205.4557774176768,786.3813623619205
2013,Sorghum,700.4228896688671,91.39737144827954,162019.90960049361,180.53539997119913,802.942802607311
2018,Natural rubber in primary forms,684.3341210983942,128.17364425953386,135777.04574797992,172.7356034723756,822.3140148431154
2005,"Cassava, fresh",663.0925955732259,82.31262341554617,153508.79793083735,266.01897661759466,789.0252614795093
2000,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",648.5932433625616,87.14034255947092,144692.43560983322,79.88637930357211,798.5498928612777
2022,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",665.003701004404,86.63064641836583,138577.46752026337,119.81665522980182,768.98067165977
2014,"Onions and shallots, dry (excluding dehydrated)",681.8967955563442,91.4138358409087,144028.45037463863,117.67611346287981,780.9356349863216
2000,Cocoa beans,662.990421829135,87.6257778157796,148050.6222991509,83.20292186871566,789.5579389445658
2016,Palm kernels,681.9030711567672,71.45449184120089,151850.5594402888,135.759561720528,775.0300106054877
2000,"Cassava, fresh",685.6474146738368,84.35842556672684,155273.04753312448,206.1239955546647,822.6862703349591
2014,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",697.4682936009297,91.09233957366283,153772.6915359853,142.1531674390418,779.4866563796919
2022,"Pistachios, in shell",710.9567597279936,110.98523124120393,141836.31598894112,155.0853887655139,811.9827686268671
2001,"Meat of pig with the bone, fresh or chilled (biological)",674.8131332171899,125.59029911086768,152314.04955379418,85.60779597081529,799.9835215351517
2013,"Meat of chickens, fresh or chilled",633.2396137083945,112.58875847803378,148619.65087806797,131.90925860681202,796.8638357547314
2020,"Cassava, fresh",662.1197877582485,80.92596456518487,143390.21098781866,148.65060158545018,825.9700696838254
2007,"Groundnuts, excluding shelled",673.7947876850222,82.11950585088148,145603.6731250762,203.85555849218508,751.0347908459706
2007,"Meat of chickens, fresh or chilled (biological)",617.3998479775115,90.16672134763371,143114.01279523998,87.98971746891833,792.3226988480601
2018,"Meat of chickens, fresh or chilled",714.1328462658987,119.32503334307776,146848.68780214587,148.98510007877246,774.6391900532134
2006,"Cow peas, dry",676.7442480381383,90.07528922754557,143014.93668099298,226.0764388682739,757.0183886018615
2018,"Meat of goat, fresh or chilled (biological)",683.9134957002328,72.64403765221252,141523.2557263764,149.4813730836662,772.3521621093684
2005,"Cow peas, dry",713.4387045386122,85.03899295597844,149058.82173137745,65.95746665889544,796.5915474845837
2005,Yams,653.5686257585538,103.91249003756522,149806.8788337618,235.69432623223895,781.7398542003933
2002,Palm oil,689.6941685893452,102.90575416371527,145725.24109200554,208.480384491746,814.1790685810251
2006,Plantains and cooking bananas,669.1769869697662,89.55340001289913,153501.48261214345,215.20539611876893,791.9698798256956
2018,Bananas,666.9503046523466,102.80787011367443,145361.07315998804,84.54635502755968,789.7520296901033
2007,"Hen eggs in shell, fresh",649.3071390286929,58.45906697207149,145149.3533668359,247.3583236571901,789.8411777744003
2009,"Meat of pig with the bone, fresh or chilled (biological)",722.44100707342,94.11408853576444,149965.6710041921,133.0717331092695,794.2769086619314
2019,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",661.2079094605571,105.46693133080342,146001.0981677469,146.26359015381783,787.8772260856671
2014,Potatoes,693.4568380696953,80.06370088295594,147087.2147375943,136.5966790652292,779.2217228332389
2014,"Meat of cattle with the bone, fresh or chilled (biological)",616.2226890386661,80.01157196282965,134061.03373936826,219.08239646258974,816.0304944640429
2000,Potatoes,707.8725665535178,64.55992771882184,146746.76301615348,162.7456197395646,783.7648957767433
2019,"Meat of sheep, fresh or chilled (biological)",704.039245341536,116.40508393243438,137527.2464051073,195.82258899421066,788.5762644575984
2006,Raw milk of cattle,675.3959339717434,81.75434035495047,140558.47323746924,175.5305885090478,804.8348983863284
2003,"Meat of chickens, fresh or chilled (biological)",665.6646366786865,96.17229917820565,139986.61339868608,166.98343718018336,802.6216217076673
2005,"Pistachios, in shell",684.4729108312313,101.61540563252458,141450.31032479447,124.39633417751958,778.3780355376012
2000,"Cotton lint, ginned",741.1366304892329,115.23766924739576,143918.95679430233,262.34256673021764,811.3464356667371
2004,"Coffee, green",619.5758096957197,90.24818340048944,144230.76301473618,98.56585593956792,807.0002035812903
2022,Potatoes,695.933732290048,84.46520310359769,149984.60211374922,192.3482360665636,799.8062934682673
2000,Natural honey,645.1243915982071,95.15266473883227,147775.16516313708,190.56836697019332,787.6204597728923
2003,"Meat of chickens, fresh or chilled",671.8753587738323,111.81785415840827,137157.85394837367,229.45335167245065,788.112182974094
2021,"Meat of chickens, fresh or chilled (biological)",665.0365070904644,90.00406203926221,147079.69928019764,241.1400389837933,792.21085472449
2001,"Seed cotton, unginned",659.6233629288915,78.23361378651282,148254.50232538072,164.8661073939906,771.6101579619668
2009,Natural honey,672.1589567912423,69.44528288554353,145020.3935111988,198.25525266106703,795.4614278125831
2004,"Seed cotton, unginned",638.4477763044905,74.2371892411956,146358.79620793008,259.97922288745485,814.0888375934621
2009,Rice,703.3483237466633,105.52252247137395,147614.77671944888,168.47669901871677,813.7742205812027
2000,Tomatoes,618.6486053268662,87.74728286567179,150486.2240806415,118.41386361157056,788.6297613589932
2021,"Groundnuts, excluding shelled",688.6658460476744,83.44383636146331,138788.82615514993,152.5121317298583,817.5284622390329
2005,Tomatoes,662.6768350867872,81.81714166251483,145441.64089926536,106.50323743410603,834.3648878751111
2012,"Onions and shallots, dry (excluding dehydrated)",637.3451638486006,93.8323379132767,154204.90658275224,190.3263779145655,789.9226460792656
2014,"Seed cotton, unginned",678.5444117807851,88.96482360379021,153746.53263395338,224.95834777186116,810.0770909131655
2003,Unmanufactured tobacco,625.7643780616299,88.45966785448519,150917.9107313425,165.68346276145246,750.9905975307064
2012,Cocoa beans,673.6643253144133,112.79650892743506,149347.34951224198,90.68753489214735,771.0838622208823
2023,Yams,629.7866034284776,115.62689423819847,154936.39983447402,222.81807911771324,798.0692173711926
2019,"Cassava, fresh",686.3110731923591,68.40632491663902,156252.4661004969,82.92058928654045,776.1121355341544
2023,Raw milk of cattle,644.742190653913,97.47054097741834,146017.82615222933,94.43779846867733,837.0308376789711
2014,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",658.943090151945,80.90371853095309,141816.063876022,162.81861799009346,808.2043905304532
2007,"Cotton lint, ginned",681.2913923011191,88.83288330235757,145311.76450434112,184.32479964860434,815.5634297216848
2004,"Meat of pig with the bone, fresh or chilled (biological)",649.2966473075571,97.19582578717439,162146.70366132385,192.8479123027471,795.6662686613105
2014,Plantains and cooking bananas,670.7339906727751,89.36585125631018,138816.44437883762,168.42855976250573,776.1826363872492
2003,Sweet potatoes,627.0579956254786,96.01354821968847,144310.5303948165,259.7377256215723,785.8705911410245
2011,"Meat of chickens, fresh or chilled",691.3991787707089,102.65120310075272,139599.77033000044,174.9939544189895,801.3344063770494
2012,"Coffee, green",725.4203248293474,96.97530201837877,147287.04540685052,223.46894245247617,783.488490016342
2001,Potatoes,756.239176700123,82.85410544775962,140649.77094798925,211.08326556956428,809.6706366190662
2018,"Onions and shallots, dry (excluding dehydrated)",675.2079550628174,83.11865590571911,146119.4709782955,107.0918507546029,810.475096168615
2018,Natural honey,696.1190348867399,70.96107056100344,136912.7502923698,163.2490130005533,796.3464228633139
2003,Natural honey,619.0541404755995,79.7478455474632,149751.32941788685,277.90156302888033,759.7340950441821
2003,"Beans, dry",717.5549404519919,121.9876754387519,152774.95237480346,146.5179946678165,830.5424954578414
2010,"Hen eggs in shell, fresh",695.7597658045474,80.6765963988453,144743.5079821463,138.00451114699484,791.9933396507319
2004,"Meat of cattle with the bone, fresh or chilled (biological)",657.9549073142872,74.65596782361666,145987.57605708507,180.2643164386805,850.4323297539429
2019,"Meat of chickens, fresh or chilled",709.5883346714945,97.35556793794557,145846.18993880705,148.30954090182678,809.2975107115661
2010,Maize (corn),664.838628363464,90.90117862089608,147567.7794685887,132.05030838971746,792.047695249881
2009,Natural rubber in primary forms,658.7321551723876,89.62275145753559,146472.37815763147,147.57136764995005,805.2032343144823
2007,Raw milk of cattle,686.7329584256489,113.69233950645531,150503.81085461707,243.33602093326067,755.86108644295
2005,"Meat of chickens, fresh or chilled (biological)",640.5722756679147,100.79355014364944,152828.42175971833,164.90460279095078,816.7696448492416
2005,Plantains and cooking bananas,703.1216535948226,84.60675603472184,142592.86998000267,105.33178572709379,847.5856215351117
2007,Bananas,640.793216305019,86.18951124639727,145116.5836285921,96.14821046042117,754.4621273076546
2022,Palm oil,640.9712669681287,85.01785230168869,151171.32333708732,282.07578396755287,790.4986165880081
2014,"Pistachios, in shell",645.1822170105742,105.67774433397783,139554.88085216843,160.56881889312427,794.1400343286916
2013,Natural rubber in primary forms,695.2579117883079,87.93443556847691,136809.61968323574,193.4644624131003,813.7513693677835
2010,Natural honey,653.969649817233,65.65934747346171,147794.805856956,133.1666760478489,838.3663102678329
2011,"Meat of cattle with the bone, fresh or chilled (biological)",632.0330371318091,91.8318548292588,149144.95814781604,187.78483582840016,803.9044392364335
2012,"Seed cotton, unginned",654.3025106647503,69.50125999335503,143051.72515269564,244.702019944906,839.0826332688328
2007,"Seed cotton, unginned",671.5116395424096,125.3201090365975,143769.97082186132,139.12237817764165,799.6554463222154
2017,Unmanufactured tobacco,637.0437361528926,78.0716313025655,142862.2644837591,194.66487636225852,805.2752731604468
2000,Natural rubber in primary forms,637.9224773917939,90.12867852990802,142328.5998957414,101.44822357030998,802.8115081077273
2014,"Seed cotton, unginned",735.8118006858117,96.42969103079102,150130.7051954866,272.878843283169,820.652792444624
2007,Raw milk of cattle,646.6559485484077,88.22677760008551,140760.7336574754,185.16233387705813,787.8003756223181
2010,Yams,662.781639599634,88.20619398828109,145335.61178529685,151.0958451472148,812.6125319597523
2011,"Meat of pig with the bone, fresh or chilled (biological)",661.4558006388456,98.88405930268712,142136.54525488932,156.8418312005212,771.6308646593936
2011,"Meat of chickens, fresh or chilled",659.8322064297109,115.44988939221815,139386.78121295752,146.23362863911262,790.556714691494
2003,"Pistachios, in shell",691.1133128618973,104.06928623753343,151014.11696619744,148.79027915865473,783.511924325746
2015,Palm oil,700.9171991769857,114.73435818887711,144064.0999815959,49.36078024734638,798.006027956881
2003,"Meat of pig with the bone, fresh or chilled (biological)",663.2942777168764,76.85736338887145,147605.42649456736,166.8372507599916,789.9252017964466
2004,"Seed cotton, unginned",635.3785620650538,97.31708950910439,139122.84669345853,164.74160333454378,818.8894706336616
2023,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",710.7061174982913,94.88534079114815,142953.5288236812,196.16861422785325,778.6734348810893
2004,Palm oil,669.6126779269238,97.823019385425,150443.66549593862,145.57835004275307,761.620478068302
2007,Palm kernels,724.3825651085393,113.20012956980756,159599.58337169015,133.18372165777825,769.101120390291
2009,Raw milk of cattle,605.1053337358694,89.24481276339316,136782.14577051203,171.34679014218062,816.1301577105486
2016,Palm kernels,678.3350073013238,86.47409951196265,145657.68711601646,91.11713146030519,776.8556499181977
2008,Potatoes,730.0311006791105,100.56636197155393,148724.6290831811,178.9066967415586,804.2036850949364
2021,Bananas,661.8749865996795,65.88360909678626,143582.7253262672,78.64457438874334,790.3510467195606
2018,"Cotton lint, ginned",665.7081079627851,89.0038692734413,150910.8360274342,227.77646980636916,812.7316778795873
2013,"Pistachios, in shell",681.3382614105344,90.54368467099218,142329.56273916204,205.94903514786813,791.63148268219
2007,"Pistachios, in shell",655.7090360962756,78.75127076567009,147432.4643935468,125.42624354362871,851.533767106865
2008,"Pistachios, in shell",663.1107527012423,108.41253518062263,144052.86656997178,204.79243803173122,834.2091371008922
2021,Tomatoes,662.3384578370822,76.6230452501247,152760.38150723744,177.31124857752343,789.9425931764083
2010,Sweet potatoes,653.6502886300331,90.51855428481703,143281.40357728556,121.28502581058639,787.2041050026224
2022,"Meat of chickens, fresh or chilled",709.338607168841,96.95400839011849,144903.85711103101,70.5917295033749,858.8933198006914
2000,Natural honey,686.3052516317173,112.85842343241575,151391.67127994937,187.557321536152,774.6697775579504
2013,"Pistachios, in shell",679.9917576259232,92.39830348706117,141523.03279699926,132.02144500807765,795.1463258261552
